id,proc,name,recall,ntruth
99,MNISTJoinAmbiguityProcessor,Loss,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00296736 0.00296736 0.00296736 0.00296736 0.00296736 0.00296736
 0.00296736 0.00296736 0.00296736 0.00296736 0.00296736 0.00296736
 0.00296736 0.00296736 0.00296736 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00890208 0.00890208 0.01186944
 0.0148368  0.01780415 0.02077151 0.02373887 0.02373887 0.02373887
 0.02373887 0.02373887 0.02373887 0.02373887 0.02670623 0.02967359
 0.02967359 0.03264095 0.03264095 0.03264095 0.03560831 0.03560831
 0.03857567 0.03857567 0.03857567 0.03857567 0.04154303 0.04451039
 0.04747774 0.04747774 0.04747774 0.0504451  0.0504451  0.05341246
 0.05341246 0.05341246 0.05341246 0.05637982 0.05637982 0.05934718
 0.05934718 0.06231454 0.0652819  0.0652819  0.06824926 0.06824926
 0.07121662 0.07121662 0.07418398 0.07418398 0.07418398 0.07715134
 0.07715134 0.07715134 0.08011869 0.08308605 0.08605341 0.08902077
 0.08902077 0.09198813 0.09198813 0.09198813 0.09495549 0.09792285
 0.10089021 0.10385757 0.10682493 0.10979228 0.11275964 0.115727
 0.11869436 0.12166172 0.12462908 0.12759644 0.12759644 0.1305638
 0.13353116 0.13649852 0.13946588 0.14243323 0.14540059 0.14836795
 0.14836795 0.14836795 0.15133531 0.15430267 0.15727003 0.16023739
 0.16320475 0.16617211 0.16913947 0.16913947 0.17210682 0.17507418
 0.17804154 0.1810089  0.18397626 0.18694362 0.18991098 0.19287834
 0.1958457  0.19881306 0.19881306 0.20178042 0.20474777 0.20771513
 0.21068249 0.21068249 0.21364985 0.21661721 0.21958457 0.21958457
 0.22255193 0.22551929 0.22551929 0.22551929 0.22848665 0.23145401
 0.23442136 0.23442136 0.23738872 0.24035608 0.24332344 0.2462908
 0.24925816 0.25222552 0.25519288 0.25816024 0.25816024 0.2611276
 0.26409496 0.26706231 0.27002967 0.27299703 0.27596439 0.27893175
 0.27893175 0.28189911 0.28486647 0.28783383 0.29080119 0.29080119
 0.29080119 0.29376855 0.29673591 0.29970326 0.30267062 0.30563798
 0.30860534 0.30860534 0.3115727  0.31454006 0.31750742 0.32047478
 0.32344214 0.3264095  0.32937685 0.33234421 0.33531157 0.33827893
 0.34124629 0.34421365 0.34421365 0.34718101 0.35014837 0.35014837
 0.35311573 0.35608309 0.35608309 0.35905045 0.35905045 0.3620178
 0.36498516 0.36498516 0.36498516 0.36795252 0.37091988 0.37388724
 0.37388724 0.3768546  0.37982196 0.38278932 0.38575668 0.38872404
 0.39169139 0.39465875 0.39465875 0.39762611 0.40059347 0.40356083
 0.40652819 0.40949555 0.41246291 0.41543027 0.41839763 0.42136499
 0.42433234 0.42433234 0.4272997  0.43026706 0.43323442 0.43620178
 0.43916914 0.4421365  0.4421365  0.44510386 0.44510386 0.44510386
 0.44807122 0.45103858 0.45400593 0.45697329 0.45994065 0.46290801
 0.46290801 0.46587537 0.46884273 0.47181009 0.47477745 0.47774481
 0.48071217 0.48367953 0.48664688 0.48961424 0.4925816  0.4925816
 0.49554896 0.49554896 0.49851632 0.50148368 0.50445104 0.5074184
 0.51038576 0.51335312 0.51632047 0.51632047 0.51632047 0.51928783
 0.52225519 0.52522255 0.52818991 0.53115727 0.53115727 0.53115727
 0.53412463 0.53709199 0.54005935 0.54302671 0.54599407 0.54896142
 0.55192878 0.55489614 0.5578635  0.56083086 0.56083086 0.56083086
 0.56083086 0.56083086 0.56379822 0.56676558 0.56973294 0.5727003
 0.57566766 0.57863501 0.57863501 0.57863501 0.58160237 0.58456973
 0.58753709 0.59050445 0.59050445 0.59050445 0.59347181 0.59347181
 0.59643917 0.59940653 0.60237389 0.60237389]",337
112,MNISTJoinAmbiguityProcessor,Complaint,"[0.00296736 0.00593472 0.00890208 0.01186944 0.0148368  0.01780415
 0.02077151 0.02373887 0.02670623 0.02967359 0.02967359 0.03264095
 0.03560831 0.03857567 0.03857567 0.04154303 0.04451039 0.04747774
 0.0504451  0.05341246 0.05637982 0.05934718 0.06231454 0.06231454
 0.0652819  0.06824926 0.07121662 0.07418398 0.07715134 0.08011869
 0.08308605 0.08605341 0.08902077 0.08902077 0.09198813 0.09495549
 0.09792285 0.10089021 0.10385757 0.10682493 0.10979228 0.11275964
 0.115727   0.11869436 0.12166172 0.12462908 0.12759644 0.1305638
 0.13353116 0.13649852 0.13946588 0.14243323 0.14540059 0.14836795
 0.15133531 0.15430267 0.15727003 0.16023739 0.16320475 0.16617211
 0.16913947 0.17210682 0.17507418 0.17804154 0.17804154 0.1810089
 0.1810089  0.18397626 0.18694362 0.18694362 0.18991098 0.19287834
 0.1958457  0.19881306 0.20178042 0.20474777 0.20474777 0.20771513
 0.21068249 0.21364985 0.21661721 0.21661721 0.21661721 0.21958457
 0.22255193 0.22255193 0.22551929 0.22848665 0.23145401 0.23442136
 0.23738872 0.24035608 0.24332344 0.2462908  0.24925816 0.24925816
 0.25222552 0.25519288 0.25816024 0.2611276  0.26409496 0.26706231
 0.27002967 0.27002967 0.27002967 0.27002967 0.27299703 0.27596439
 0.27893175 0.28189911 0.28486647 0.28783383 0.29080119 0.29376855
 0.29673591 0.29970326 0.30267062 0.30563798 0.30860534 0.3115727
 0.31454006 0.31750742 0.32047478 0.32344214 0.3264095  0.3264095
 0.32937685 0.33234421 0.33531157 0.33531157 0.33827893 0.34124629
 0.34421365 0.34718101 0.34718101 0.35014837 0.35014837 0.35311573
 0.35311573 0.35311573 0.35608309 0.35905045 0.35905045 0.3620178
 0.36498516 0.36795252 0.37091988 0.37388724 0.3768546  0.3768546
 0.37982196 0.38278932 0.38575668 0.38575668 0.38872404 0.38872404
 0.39169139 0.39465875 0.39762611 0.40059347 0.40059347 0.40356083
 0.40356083 0.40652819 0.40949555 0.41246291 0.41246291 0.41543027
 0.41839763 0.42136499 0.42433234 0.4272997  0.43026706 0.43323442
 0.43620178 0.43916914 0.43916914 0.4421365  0.44510386 0.44807122
 0.45103858 0.45103858 0.45400593 0.45697329 0.45697329 0.45994065
 0.46290801 0.46290801 0.46587537 0.46884273 0.46884273 0.47181009
 0.47181009 0.47477745 0.47774481 0.48071217 0.48071217 0.48367953
 0.48367953 0.48664688 0.48961424 0.4925816  0.4925816  0.4925816
 0.4925816  0.49554896 0.49851632 0.49851632 0.49851632 0.50148368
 0.50148368 0.50148368 0.50445104 0.5074184  0.5074184  0.51038576
 0.51335312 0.51632047 0.51928783 0.52225519 0.52522255 0.52818991
 0.53115727 0.53412463 0.53709199 0.54005935 0.54302671 0.54302671
 0.54302671 0.54599407 0.54896142 0.55192878 0.55489614 0.55489614
 0.5578635  0.5578635  0.56083086 0.56379822 0.56676558 0.56676558
 0.56676558 0.56973294 0.5727003  0.57566766 0.57566766 0.57863501
 0.57863501 0.57863501 0.58160237 0.58456973 0.58753709 0.59050445
 0.59050445 0.59347181 0.59643917 0.59643917 0.59940653 0.60237389
 0.60237389 0.60534125 0.60830861 0.60830861 0.60830861 0.61127596
 0.61424332 0.61424332 0.61424332 0.61721068 0.61721068 0.61721068
 0.62017804 0.6231454  0.62611276 0.62908012 0.63204748 0.63204748
 0.63204748 0.63204748 0.63501484 0.63501484 0.6379822  0.64094955
 0.64391691 0.64688427 0.64985163 0.65281899 0.65578635 0.65578635
 0.65578635 0.65875371 0.66172107 0.66172107 0.66468843 0.66468843
 0.66468843 0.66765579 0.66765579 0.67062315 0.6735905  0.6735905
 0.67655786 0.67952522 0.68249258 0.68545994 0.6884273  0.69139466
 0.69139466 0.69436202 0.69732938 0.69732938 0.69732938 0.69732938
 0.69732938 0.69732938 0.69732938 0.69732938 0.70029674 0.70029674
 0.70029674 0.70029674 0.70029674 0.70029674 0.70029674 0.70029674
 0.70029674 0.70326409 0.70623145 0.70919881 0.70919881 0.71216617
 0.71513353 0.71810089 0.71810089 0.72106825 0.72106825 0.72106825
 0.72403561 0.72700297 0.72997033 0.72997033 0.72997033 0.73293769
 0.73590504 0.73590504 0.73590504 0.73590504 0.73590504 0.7388724
 0.74183976 0.74183976 0.74183976 0.74480712 0.74480712 0.74480712
 0.74777448 0.74777448 0.75074184 0.75074184 0.75074184 0.75074184
 0.7537092  0.75667656 0.75964392 0.75964392 0.76261128 0.76261128
 0.76557864 0.76557864 0.76854599 0.76854599]",337
114,MNISTJoinAmbiguityProcessor,Tiresias,"[0.00296736 0.00296736 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00890208 0.00890208 0.01186944 0.01186944
 0.0148368  0.01780415 0.01780415 0.01780415 0.02077151 0.02077151
 0.02077151 0.02373887 0.02373887 0.02670623 0.02967359 0.02967359
 0.02967359 0.02967359 0.03264095 0.03264095 0.03560831 0.03560831
 0.03560831 0.03560831 0.03857567 0.03857567 0.04154303 0.04154303
 0.04451039 0.04747774 0.04747774 0.0504451  0.05341246 0.05637982
 0.05934718 0.06231454 0.06231454 0.0652819  0.06824926 0.07121662
 0.07121662 0.07121662 0.07418398 0.07418398 0.07715134 0.07715134
 0.08011869 0.08011869 0.08011869 0.08011869 0.08011869 0.08308605
 0.08308605 0.08605341 0.08605341 0.08605341 0.08902077 0.08902077
 0.08902077 0.08902077 0.08902077 0.09198813 0.09198813 0.09198813
 0.09198813 0.09198813 0.09198813 0.09495549 0.09792285 0.09792285
 0.09792285 0.10089021 0.10089021 0.10385757 0.10385757 0.10682493
 0.10682493 0.10682493 0.10682493 0.10682493 0.10979228 0.10979228
 0.11275964 0.11275964 0.115727   0.11869436 0.11869436 0.11869436
 0.11869436 0.12166172 0.12462908 0.12759644 0.12759644 0.1305638
 0.1305638  0.13353116 0.13353116 0.13353116 0.13353116 0.13353116
 0.13353116 0.13649852 0.13649852 0.13946588 0.14243323 0.14540059
 0.14836795 0.14836795 0.14836795 0.15133531 0.15133531 0.15133531
 0.15430267 0.15430267 0.15430267 0.15727003 0.15727003 0.16023739
 0.16023739 0.16023739 0.16320475 0.16320475 0.16617211 0.16617211
 0.16913947 0.17210682 0.17507418 0.17804154 0.17804154 0.17804154
 0.17804154 0.17804154 0.1810089  0.1810089  0.1810089  0.1810089
 0.1810089  0.18397626 0.18397626 0.18694362 0.18694362 0.18991098
 0.18991098 0.18991098 0.18991098 0.18991098 0.18991098 0.18991098
 0.18991098 0.18991098 0.18991098 0.18991098 0.18991098 0.18991098
 0.18991098 0.19287834 0.19287834 0.1958457  0.1958457  0.1958457
 0.1958457  0.1958457  0.1958457  0.1958457  0.1958457  0.19881306
 0.20178042 0.20474777 0.20474777 0.20474777 0.20771513 0.21068249
 0.21068249 0.21068249 0.21364985 0.21661721 0.21661721 0.21661721
 0.21958457 0.21958457 0.22255193 0.22551929 0.22848665 0.23145401
 0.23145401 0.23442136 0.23442136 0.23442136 0.23738872 0.24035608
 0.24035608 0.24035608 0.24035608 0.24332344 0.24332344 0.2462908
 0.2462908  0.24925816 0.24925816 0.24925816 0.25222552 0.25519288
 0.25816024 0.25816024 0.25816024 0.2611276  0.26409496 0.26706231
 0.26706231 0.26706231 0.27002967 0.27002967 0.27002967 0.27002967
 0.27002967 0.27002967 0.27002967 0.27002967 0.27299703 0.27299703
 0.27299703 0.27596439 0.27596439 0.27893175 0.27893175 0.28189911
 0.28189911 0.28189911 0.28486647 0.28486647 0.28486647 0.28486647
 0.28486647 0.28783383 0.28783383 0.28783383 0.28783383 0.28783383
 0.29080119 0.29080119 0.29376855 0.29376855 0.29376855 0.29376855
 0.29376855 0.29376855 0.29673591 0.29673591 0.29673591 0.29970326
 0.29970326 0.29970326 0.29970326 0.30267062 0.30267062 0.30267062
 0.30267062 0.30563798 0.30563798 0.30563798 0.30563798 0.30563798
 0.30563798 0.30563798 0.30563798 0.30563798 0.30563798 0.30563798
 0.30563798 0.30563798 0.30563798 0.30563798 0.30563798 0.30563798
 0.30860534 0.30860534 0.30860534 0.3115727  0.3115727  0.3115727
 0.3115727  0.3115727  0.3115727  0.3115727  0.3115727  0.3115727
 0.31454006 0.31750742 0.32047478 0.32047478 0.32344214 0.3264095
 0.3264095  0.32937685 0.32937685 0.32937685 0.33234421 0.33531157
 0.33827893 0.34124629 0.34124629 0.34421365 0.34718101 0.35014837
 0.35014837 0.35311573 0.35608309 0.35905045 0.3620178  0.3620178
 0.3620178  0.36498516 0.36795252 0.36795252 0.37091988 0.37388724
 0.3768546  0.37982196 0.38278932 0.38278932 0.38278932 0.38575668
 0.38575668 0.38872404 0.38872404 0.39169139 0.39465875 0.39762611
 0.39762611 0.39762611 0.39762611 0.40059347 0.40059347 0.40059347
 0.40059347 0.40059347 0.40059347 0.40059347 0.40059347 0.40059347
 0.40356083 0.40356083 0.40356083 0.40356083 0.40356083 0.40356083
 0.40356083 0.40356083 0.40356083 0.40356083 0.40356083 0.40356083
 0.40356083 0.40652819 0.40652819 0.40949555 0.40949555 0.40949555
 0.41246291 0.41543027 0.41839763 0.42136499]",337
169,MNISTJoinAmbiguityProcessor,Loss,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00296736 0.00296736 0.00296736 0.00296736
 0.00296736 0.00296736 0.00296736 0.00296736 0.00296736 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472 0.00593472
 0.00890208 0.01186944 0.01186944 0.01186944 0.0148368  0.0148368
 0.01780415 0.01780415 0.02077151 0.02077151 0.02077151 0.02077151
 0.02077151 0.02077151 0.02373887 0.02373887 0.02670623 0.02670623
 0.02670623 0.02967359 0.02967359 0.02967359 0.02967359 0.02967359
 0.02967359 0.02967359 0.02967359 0.03264095 0.03264095 0.03264095
 0.03560831 0.03560831 0.03560831 0.03560831 0.03857567 0.04154303
 0.04154303 0.04451039 0.04747774 0.0504451  0.0504451  0.0504451
 0.0504451  0.0504451  0.0504451  0.05341246 0.05637982 0.05934718
 0.05934718 0.06231454 0.0652819  0.06824926 0.07121662 0.07418398
 0.07418398 0.07418398 0.07715134 0.08011869 0.08308605 0.08605341
 0.08605341 0.08605341 0.08902077 0.09198813 0.09495549 0.09792285
 0.10089021 0.10385757 0.10682493 0.10979228 0.11275964 0.11275964
 0.115727   0.115727   0.11869436 0.12166172 0.12462908 0.12759644
 0.1305638  0.13353116 0.13649852 0.13649852 0.13649852 0.13946588
 0.14243323 0.14540059 0.14836795 0.15133531 0.15133531 0.15430267
 0.15727003 0.16023739 0.16320475 0.16320475 0.16617211 0.16913947
 0.17210682 0.17507418 0.17804154 0.17804154 0.1810089  0.18397626
 0.18694362 0.18991098 0.19287834 0.19287834 0.1958457  0.19881306
 0.20178042 0.20474777 0.20474777 0.20771513 0.21068249 0.21364985
 0.21661721 0.21958457 0.22255193 0.22551929 0.22848665 0.23145401
 0.23442136 0.23738872 0.23738872 0.24035608 0.24332344 0.2462908
 0.24925816 0.25222552 0.25519288 0.25816024 0.25816024 0.2611276
 0.26409496 0.26706231 0.26706231 0.26706231 0.27002967 0.27002967
 0.27299703 0.27596439 0.27893175 0.28189911 0.28486647 0.28783383
 0.28783383 0.28783383 0.28783383 0.29080119 0.29376855 0.29673591
 0.29970326 0.30267062 0.30563798 0.30860534 0.3115727  0.31454006
 0.31750742 0.32047478 0.32344214 0.3264095  0.3264095  0.32937685
 0.33234421 0.33531157 0.33531157 0.33827893 0.33827893 0.33827893
 0.34124629 0.34124629 0.34421365 0.34718101 0.35014837 0.35311573
 0.35608309 0.35905045 0.3620178  0.36498516 0.36795252 0.36795252
 0.36795252 0.37091988 0.37388724 0.37388724 0.3768546  0.37982196
 0.37982196 0.37982196 0.38278932 0.38278932 0.38278932 0.38575668
 0.38872404 0.39169139 0.39465875 0.39762611 0.39762611 0.40059347
 0.40356083 0.40652819 0.40949555 0.41246291 0.41543027 0.41543027
 0.41839763 0.42136499 0.42433234 0.42433234 0.4272997  0.43026706
 0.43323442 0.43620178 0.43620178 0.43620178 0.43916914 0.4421365
 0.44510386 0.44807122 0.44807122 0.45103858 0.45400593 0.45697329
 0.45994065 0.46290801 0.46587537 0.46884273 0.47181009 0.47477745
 0.47774481 0.48071217 0.48367953 0.48367953 0.48664688 0.48961424
 0.4925816  0.4925816  0.49554896 0.49851632 0.50148368 0.50445104
 0.5074184  0.51038576 0.51335312 0.51632047 0.51928783 0.52225519
 0.52522255 0.52818991 0.53115727 0.53115727 0.53412463 0.53709199
 0.54005935 0.54302671 0.54302671 0.54599407 0.54896142 0.54896142
 0.55192878 0.55489614 0.5578635  0.56083086 0.56083086 0.56083086
 0.56379822 0.56676558 0.56973294 0.56973294 0.5727003  0.57566766
 0.57863501 0.57863501 0.58160237 0.58456973 0.58753709 0.59050445
 0.59050445 0.59347181 0.59643917 0.59940653 0.60237389 0.60534125
 0.60830861 0.61127596 0.61127596 0.61424332]",337
